Estudiante_ID,Edad,Horas_de_estudio,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Genero,Comuna
10790,24,31,74,31,19,femenino,Tomé
10791,21,18,26,79,52,masculino,Tomé
10792,23,27,94,82,22,masculino,Concepción
10793,22,34,62,99,13,masculino,San Pedro
10794,21,35,87,49,20,masculino,Lota
10795,20,21,25,8,52,prefiero no decirlo,Arauco
10796,25,31,43,2,49,masculino,Tomé
10797,18,18,96,51,69,masculino,Coronel
10798,24,10,93,17,39,masculino,Tomé
10799,20,33,50,64,26,femenino,Tomé
10800,19,14,83,37,51,prefiero no decirlo,Coronel
10801,25,15,91,15,36,femenino,Tomé
10802,20,26,63,14,48,femenino,San Pedro
10803,25,29,12,78,35,femenino,Arauco
10804,19,12,4,97,64,masculino,Arauco
10805,24,17,30,3,57,femenino,Coronel
10806,18,15,96,92,45,masculino,Penco
10807,20,30,18,89,7,prefiero no decirlo,Lota
10808,20,38,24,52,53,masculino,Coronel
10809,21,29,9,83,11,masculino,Coronel
10810,22,35,25,86,14,masculino,Penco
10811,19,24,22,79,95,prefiero no decirlo,Coronel
10812,21,12,53,12,17,prefiero no decirlo,Hualpén
10813,20,24,13,41,92,femenino,Tomé
10814,18,27,56,15,14,masculino,Arauco
10815,21,32,32,65,99,prefiero no decirlo,Hualpén
10816,22,20,57,88,5,masculino,Lota
10817,19,24,49,27,22,prefiero no decirlo,Hualpén
10818,23,16,2,73,90,prefiero no decirlo,Hualpén
10819,22,12,73,61,54,femenino,Concepción
10820,25,31,10,43,4,femenino,Penco
10821,23,26,32,88,54,masculino,Arauco
10822,25,23,50,99,57,femenino,Penco
10823,22,36,44,85,10,masculino,Penco
10824,24,12,54,51,52,femenino,Penco
10825,18,17,51,12,53,prefiero no decirlo,Arauco
10826,20,10,56,62,93,prefiero no decirlo,San Pedro
10827,24,12,11,31,32,femenino,Penco
10828,25,20,79,82,3,prefiero no decirlo,Penco
10829,19,26,44,17,42,prefiero no decirlo,San Pedro
10830,25,7,69,14,58,femenino,Coronel
10831,24,16,97,79,61,femenino,San Pedro
10832,22,20,64,63,75,masculino,Arauco
10833,19,15,31,57,11,masculino,Lota
10834,20,14,33,29,10,femenino,Lota
10835,21,8,32,33,73,femenino,Hualpén
10836,22,31,92,14,83,femenino,Coronel
10837,24,35,56,3,62,prefiero no decirlo,Hualpén
10838,22,27,35,48,66,femenino,Coronel
10839,25,37,1,28,35,prefiero no decirlo,Coronel
10840,23,11,89,96,23,femenino,San Pedro
10841,23,26,68,7,28,femenino,Tomé
10842,23,14,47,53,56,femenino,Concepción
10843,18,37,47,23,30,masculino,Tomé
10844,19,33,47,55,84,prefiero no decirlo,Tomé
10845,22,28,95,92,68,masculino,Arauco
10846,24,21,10,99,24,femenino,Penco
10847,19,6,89,52,12,femenino,Coronel
10848,25,30,18,69,75,prefiero no decirlo,Arauco
10849,20,22,71,61,68,masculino,Lota
10850,21,8,50,98,26,masculino,Penco
10851,24,21,100,83,99,femenino,Concepción
10852,24,37,81,60,30,femenino,Arauco
10853,21,10,78,50,13,femenino,Concepción
10854,20,17,40,31,66,masculino,Tomé
10855,24,24,53,78,92,masculino,San Pedro
10856,22,14,56,80,94,masculino,Penco
10857,18,8,14,73,91,femenino,Arauco
10858,20,26,51,67,81,masculino,Hualpén
10859,24,27,89,36,82,prefiero no decirlo,Penco
10860,22,14,78,98,48,masculino,Coronel
10861,19,33,66,99,24,prefiero no decirlo,Tomé
10862,22,10,59,74,4,masculino,Coronel
10863,25,24,60,36,6,masculino,Arauco
10864,22,13,64,4,25,prefiero no decirlo,Tomé
10865,22,22,30,67,9,masculino,Penco
10866,22,39,84,74,61,masculino,Hualpén
10867,21,24,40,18,82,prefiero no decirlo,Coronel
10868,19,31,87,68,67,masculino,Hualpén
10869,25,36,14,35,58,masculino,Tomé
10870,21,24,50,14,27,masculino,San Pedro
10871,24,38,97,77,56,masculino,Lota
10872,24,13,58,37,13,masculino,Hualpén
10873,20,31,64,59,81,prefiero no decirlo,Tomé
10874,24,29,24,43,22,prefiero no decirlo,Concepción
10875,25,36,9,70,63,masculino,Tomé
10876,24,24,42,75,25,prefiero no decirlo,Arauco
10877,22,32,84,22,21,prefiero no decirlo,Hualpén
10878,20,25,86,94,45,femenino,Concepción
10879,19,34,32,21,24,masculino,Penco
10880,23,37,23,51,77,prefiero no decirlo,Lota
10881,18,35,26,35,3,prefiero no decirlo,San Pedro
10882,20,9,48,89,12,masculino,Penco
10883,24,18,89,44,72,masculino,Penco
10884,23,17,48,58,20,masculino,Concepción
10885,19,32,76,52,59,femenino,Coronel
10886,23,31,65,91,57,femenino,San Pedro
10887,20,18,35,55,58,masculino,Arauco
10888,22,13,77,80,60,femenino,Coronel
10889,18,13,22,31,24,femenino,San Pedro
10890,20,26,56,88,10,prefiero no decirlo,Lota
10891,18,37,94,54,47,femenino,Arauco
10892,22,36,1,18,44,femenino,Tomé
10893,21,7,51,98,29,femenino,Arauco
10894,20,19,90,23,87,prefiero no decirlo,Tomé
10895,24,6,54,41,100,masculino,Hualpén
10896,18,12,81,19,54,masculino,Lota
10897,21,31,72,12,63,masculino,Tomé
10898,22,22,12,39,29,masculino,Coronel
10899,24,24,58,45,36,masculino,Concepción
10900,25,14,14,75,92,femenino,Concepción
10901,22,30,39,63,47,masculino,Penco
10902,21,6,63,3,44,femenino,Concepción
10903,18,12,24,14,96,prefiero no decirlo,Concepción
10904,21,25,18,11,43,prefiero no decirlo,Lota
10905,18,32,29,28,56,prefiero no decirlo,Hualpén
10906,24,33,64,69,45,masculino,San Pedro
10907,21,17,72,1,85,prefiero no decirlo,Tomé
10908,22,10,5,33,93,femenino,San Pedro
10909,18,20,51,62,100,prefiero no decirlo,Tomé
10910,23,14,41,71,9,prefiero no decirlo,Arauco
10911,18,11,61,44,92,prefiero no decirlo,Penco
10912,20,26,99,71,32,prefiero no decirlo,Arauco
10913,20,10,95,95,27,masculino,Concepción
10914,24,10,57,60,20,masculino,San Pedro
10915,24,39,60,3,75,masculino,Coronel
10916,22,35,79,95,76,prefiero no decirlo,Tomé
10917,24,24,79,38,57,masculino,Penco
10918,24,22,66,15,5,prefiero no decirlo,San Pedro
10919,20,18,56,98,8,masculino,Hualpén
10920,21,17,57,78,34,prefiero no decirlo,Arauco
10921,21,15,99,10,79,masculino,Tomé
10922,18,23,47,86,42,femenino,Penco
10923,18,38,63,44,97,femenino,Arauco
10924,19,13,37,45,47,prefiero no decirlo,San Pedro
10925,23,33,66,33,6,prefiero no decirlo,Lota
10926,22,24,58,88,27,masculino,Lota
10927,25,25,9,85,32,masculino,Hualpén
10928,20,21,89,100,41,femenino,Lota
10929,22,32,84,57,1,femenino,San Pedro
10930,20,28,42,93,3,femenino,Lota
10931,25,14,43,49,82,masculino,Penco
10932,18,14,15,3,49,prefiero no decirlo,Arauco
10933,18,6,9,9,85,masculino,Concepción
10934,22,10,58,31,53,masculino,Coronel
10935,24,22,17,48,58,femenino,Penco
10936,21,17,37,81,92,prefiero no decirlo,Concepción
10937,23,9,99,35,78,prefiero no decirlo,Lota
10938,22,5,10,7,2,prefiero no decirlo,Concepción
10939,19,5,33,15,63,femenino,Arauco
10940,21,23,86,83,56,prefiero no decirlo,Hualpén
10941,18,15,82,45,39,masculino,Lota
10942,20,12,89,35,8,masculino,Arauco
10943,25,29,29,40,37,femenino,Coronel
10944,22,7,42,40,25,femenino,Penco
10945,20,26,88,52,3,prefiero no decirlo,Coronel
10946,21,15,27,58,82,femenino,Penco
10947,25,33,43,26,81,femenino,Concepción
10948,18,5,83,42,40,prefiero no decirlo,Lota
10949,20,28,12,91,86,masculino,San Pedro
10950,23,20,99,4,31,prefiero no decirlo,Tomé
10951,18,22,4,78,43,prefiero no decirlo,San Pedro
10952,25,12,59,86,75,prefiero no decirlo,Arauco
10953,19,11,34,34,97,femenino,Hualpén
10954,25,14,32,84,98,prefiero no decirlo,Arauco
10955,18,21,93,68,22,masculino,Concepción
10956,21,15,33,16,33,prefiero no decirlo,Coronel
10957,21,23,8,85,36,masculino,Lota
10958,22,16,97,65,16,prefiero no decirlo,Concepción
10959,22,26,1,92,33,prefiero no decirlo,Lota
10960,24,9,69,55,39,masculino,Hualpén
10961,24,29,4,63,77,femenino,Lota
10962,20,29,49,94,38,prefiero no decirlo,Coronel
10963,18,37,52,70,40,prefiero no decirlo,Lota
10964,21,28,61,65,27,prefiero no decirlo,Coronel
10965,20,19,69,2,62,femenino,Hualpén
10966,21,19,50,35,23,masculino,Tomé
10967,20,20,7,67,72,femenino,Penco
10968,24,34,83,11,68,prefiero no decirlo,Lota
10969,22,20,59,41,49,prefiero no decirlo,Hualpén
10970,25,8,19,10,69,prefiero no decirlo,Penco
10971,24,39,57,52,39,masculino,San Pedro
10972,21,15,10,36,90,prefiero no decirlo,Coronel
10973,21,22,62,97,46,masculino,San Pedro
10974,20,31,74,83,60,femenino,Tomé
10975,19,21,31,91,76,masculino,Arauco
10976,22,23,92,25,43,masculino,Concepción
10977,20,38,17,66,6,prefiero no decirlo,Tomé
10978,19,33,64,67,44,masculino,Coronel
10979,22,29,12,85,26,prefiero no decirlo,Concepción
10980,22,27,70,69,65,prefiero no decirlo,Coronel
10981,23,13,82,25,17,prefiero no decirlo,Arauco
10982,20,6,27,83,100,prefiero no decirlo,Coronel
10983,25,11,40,84,72,prefiero no decirlo,San Pedro
10984,24,13,19,16,92,femenino,Penco
10985,19,18,73,18,48,masculino,Coronel
10986,18,22,31,77,33,femenino,Tomé
10987,21,26,71,30,26,prefiero no decirlo,Hualpén
10988,21,28,22,36,31,prefiero no decirlo,Tomé
10989,23,32,25,24,10,femenino,Penco
10990,23,29,11,34,13,prefiero no decirlo,Penco
10991,23,17,23,39,59,femenino,San Pedro
10992,22,7,70,40,24,femenino,Hualpén
10993,23,10,24,88,80,femenino,Arauco
10994,18,9,80,25,48,masculino,Hualpén
10995,20,20,41,99,97,prefiero no decirlo,Tomé
10996,25,21,37,31,45,femenino,Coronel
10997,22,30,84,47,99,prefiero no decirlo,Hualpén
10998,24,21,79,81,54,femenino,Concepción
10999,23,28,23,95,44,femenino,Arauco
11000,20,8,77,29,22,femenino,Lota
11001,20,8,79,11,30,masculino,Tomé
11002,20,12,93,66,41,prefiero no decirlo,Concepción
11003,20,20,6,50,40,femenino,San Pedro
11004,19,20,52,37,37,masculino,Tomé
11005,22,31,9,41,56,femenino,San Pedro
11006,25,5,36,51,74,femenino,Concepción
11007,21,13,58,96,53,prefiero no decirlo,Concepción
11008,20,18,98,21,57,prefiero no decirlo,San Pedro
11009,24,29,32,50,53,femenino,Lota
11010,23,23,33,43,64,prefiero no decirlo,Penco
11011,23,22,37,69,28,femenino,Coronel
11012,18,8,79,92,60,prefiero no decirlo,Hualpén
11013,19,31,77,22,8,masculino,Concepción
11014,20,17,54,61,36,prefiero no decirlo,San Pedro
11015,18,5,18,100,16,prefiero no decirlo,Tomé
11016,25,39,92,26,72,prefiero no decirlo,Hualpén
11017,19,15,15,85,69,prefiero no decirlo,Penco
11018,18,13,98,84,62,prefiero no decirlo,Concepción
11019,23,27,71,59,2,prefiero no decirlo,Concepción
11020,23,32,43,9,96,femenino,Concepción
11021,22,29,78,40,64,prefiero no decirlo,Hualpén
11022,23,11,17,97,96,femenino,Concepción
11023,25,15,78,96,74,prefiero no decirlo,Penco
11024,21,16,28,15,93,prefiero no decirlo,Coronel
11025,19,26,85,27,76,masculino,San Pedro
11026,20,24,68,16,52,femenino,Lota
11027,18,17,23,79,16,prefiero no decirlo,San Pedro
11028,19,18,5,43,62,prefiero no decirlo,San Pedro
11029,24,13,23,60,80,prefiero no decirlo,Concepción
11030,18,26,99,31,36,masculino,San Pedro
11031,23,38,20,91,29,prefiero no decirlo,Coronel
11032,25,8,60,40,79,masculino,Arauco
11033,18,38,29,39,28,femenino,Tomé
11034,23,38,17,46,35,femenino,San Pedro
11035,24,22,39,59,54,femenino,Penco
11036,24,34,1,44,50,femenino,San Pedro
11037,25,7,62,61,8,femenino,Arauco
11038,19,23,72,70,28,prefiero no decirlo,Tomé
11039,21,36,67,50,35,femenino,Lota
11040,20,32,57,6,19,masculino,Tomé
11041,23,15,86,80,7,femenino,Coronel
11042,23,22,19,13,84,masculino,Concepción
11043,18,18,91,64,75,masculino,Hualpén
11044,22,23,53,19,89,masculino,Coronel
11045,21,28,88,76,55,masculino,Concepción
11046,25,31,85,87,82,prefiero no decirlo,San Pedro
11047,20,31,83,40,13,prefiero no decirlo,Penco
11048,23,30,63,67,94,prefiero no decirlo,Coronel
11049,21,31,81,34,47,masculino,Arauco
11050,22,7,39,15,64,prefiero no decirlo,San Pedro
11051,25,25,60,89,92,femenino,Lota
11052,25,30,45,76,56,femenino,Coronel
11053,18,17,13,59,59,femenino,Coronel
11054,25,37,84,6,33,masculino,Concepción
11055,25,7,82,81,98,masculino,San Pedro
11056,21,17,17,39,94,masculino,Penco
11057,24,28,64,8,62,masculino,Coronel
11058,22,35,51,46,10,femenino,Lota
11059,21,16,4,57,59,femenino,Coronel
11060,25,25,56,63,3,femenino,Hualpén
11061,18,16,83,74,2,femenino,Penco
11062,18,22,11,37,69,femenino,Lota
11063,21,18,76,1,41,femenino,Lota
11064,20,19,17,71,65,femenino,Coronel
11065,19,5,50,6,97,masculino,San Pedro
11066,18,26,89,36,62,femenino,San Pedro
11067,19,24,25,4,33,femenino,Hualpén
11068,20,37,15,42,10,masculino,Penco
11069,22,34,46,23,13,prefiero no decirlo,Coronel
11070,22,30,63,73,82,masculino,Concepción
11071,18,18,23,50,41,masculino,Lota
11072,25,9,88,15,100,prefiero no decirlo,Coronel
11073,23,29,56,18,3,femenino,Lota
11074,19,39,40,85,64,masculino,Hualpén
11075,25,22,60,67,10,masculino,Lota
11076,22,9,83,36,48,femenino,Hualpén
11077,24,20,55,90,69,masculino,Penco
11078,21,13,54,76,60,prefiero no decirlo,Hualpén
11079,20,38,28,7,50,masculino,Tomé
11080,18,39,69,52,34,prefiero no decirlo,Coronel
11081,21,15,69,48,1,masculino,Penco
11082,19,35,69,99,3,femenino,San Pedro
11083,25,20,90,59,79,femenino,Tomé
11084,24,24,6,19,49,femenino,Penco
11085,23,37,70,18,73,masculino,Concepción
11086,24,19,18,4,30,femenino,Penco
11087,25,26,72,5,17,femenino,Tomé
11088,25,39,72,90,83,femenino,San Pedro
11089,20,18,34,94,50,masculino,Tomé
11090,24,5,15,25,81,masculino,San Pedro
11091,23,15,4,52,91,masculino,Arauco
11092,25,27,95,46,92,femenino,Tomé
11093,25,13,82,46,45,prefiero no decirlo,San Pedro
11094,24,38,60,5,81,masculino,Hualpén
11095,19,8,78,19,74,prefiero no decirlo,Coronel
11096,23,7,89,5,22,prefiero no decirlo,Arauco
11097,23,25,9,96,65,prefiero no decirlo,Arauco
11098,23,14,2,93,63,femenino,San Pedro
11099,25,5,97,22,21,prefiero no decirlo,Lota
11100,20,10,17,55,72,masculino,San Pedro
11101,21,10,78,67,90,prefiero no decirlo,Hualpén
11102,19,35,79,29,66,femenino,Penco
11103,24,5,66,100,24,masculino,Coronel
11104,22,34,63,18,52,masculino,Arauco
11105,21,16,22,81,87,prefiero no decirlo,San Pedro
11106,20,20,8,75,3,masculino,Penco
11107,18,15,14,47,16,prefiero no decirlo,Coronel
11108,24,34,1,73,50,femenino,Hualpén
11109,20,27,48,74,7,prefiero no decirlo,Hualpén
11110,24,32,82,98,59,masculino,Arauco
11111,22,22,28,50,32,masculino,Concepción
11112,18,13,19,37,49,masculino,Coronel
11113,24,10,40,50,83,masculino,Lota
11114,24,9,67,61,35,masculino,Hualpén
11115,25,29,3,48,29,femenino,Arauco
11116,25,31,78,12,46,prefiero no decirlo,Lota
11117,19,17,85,60,70,masculino,Tomé
11118,19,20,95,10,42,femenino,Penco
11119,23,18,5,79,84,masculino,Tomé
11120,23,12,41,91,1,masculino,Hualpén
11121,20,15,21,13,1,masculino,Coronel
11122,24,12,77,29,26,prefiero no decirlo,Coronel
11123,24,36,59,52,71,femenino,Hualpén
11124,22,22,52,98,83,femenino,Hualpén
11125,23,34,1,8,41,femenino,Lota
11126,23,8,82,49,99,prefiero no decirlo,San Pedro
11127,18,28,19,59,86,femenino,San Pedro
11128,24,13,29,82,10,masculino,Coronel
11129,20,14,67,57,16,masculino,Hualpén
11130,22,17,10,96,45,femenino,Tomé
11131,25,21,61,3,85,masculino,San Pedro
11132,20,14,23,65,29,masculino,Penco
11133,24,26,60,99,61,femenino,Lota
11134,19,25,31,72,67,masculino,Lota
11135,18,16,8,56,45,masculino,Penco
11136,23,30,59,3,80,femenino,Arauco
11137,18,18,100,73,51,prefiero no decirlo,Lota
11138,25,29,28,55,6,masculino,Coronel
11139,19,31,8,5,37,masculino,Hualpén
11140,23,29,20,46,70,femenino,San Pedro
11141,23,7,89,85,81,masculino,Concepción
11142,19,34,36,43,46,masculino,Hualpén
11143,18,36,84,59,17,prefiero no decirlo,Concepción
11144,22,32,71,33,61,femenino,Penco
11145,22,26,97,76,96,masculino,Tomé
11146,21,28,42,40,45,femenino,San Pedro
11147,22,29,55,77,38,femenino,Concepción
11148,22,12,96,1,53,masculino,Lota
11149,25,33,77,90,32,prefiero no decirlo,Penco
11150,21,20,54,16,91,femenino,Concepción
11151,22,35,26,87,14,prefiero no decirlo,Coronel
11152,25,19,82,85,71,femenino,Hualpén
11153,23,37,3,61,78,prefiero no decirlo,Tomé
11154,20,19,11,32,91,prefiero no decirlo,Penco
11155,23,14,33,54,56,masculino,Coronel
11156,25,6,54,79,82,femenino,Arauco
11157,24,15,42,97,77,femenino,Tomé
11158,23,25,66,70,54,femenino,San Pedro
11159,24,32,97,50,46,masculino,Penco
11160,24,16,62,87,21,prefiero no decirlo,Concepción
11161,18,14,32,12,22,masculino,Coronel
11162,18,37,59,93,75,femenino,Penco
11163,23,10,12,7,81,prefiero no decirlo,Coronel
11164,18,17,48,69,80,femenino,Tomé
11165,23,23,81,74,48,prefiero no decirlo,Hualpén
11166,23,28,41,93,3,femenino,Penco
11167,18,39,99,76,52,femenino,Concepción
11168,19,36,11,3,99,prefiero no decirlo,Tomé
11169,22,11,60,41,49,masculino,Concepción
11170,19,36,68,56,42,masculino,Arauco
11171,18,36,18,48,26,femenino,Coronel
11172,18,27,31,80,30,prefiero no decirlo,Tomé
11173,20,6,65,45,79,masculino,Tomé
11174,19,8,31,11,52,masculino,Lota
11175,24,12,84,11,14,masculino,Penco
11176,23,37,54,74,2,femenino,Lota
11177,20,18,46,90,84,masculino,Coronel
11178,22,15,88,60,3,femenino,Penco
11179,21,25,24,4,13,masculino,Concepción
11180,19,25,86,49,66,femenino,Coronel
11181,21,23,50,55,35,prefiero no decirlo,San Pedro
11182,22,35,62,39,70,masculino,Coronel
11183,25,39,11,9,12,masculino,Tomé
11184,23,28,10,62,28,prefiero no decirlo,San Pedro
11185,18,9,87,17,22,prefiero no decirlo,San Pedro
11186,20,39,53,11,92,prefiero no decirlo,San Pedro
11187,20,6,85,13,55,femenino,Tomé
11188,22,8,74,15,97,prefiero no decirlo,Penco
11189,19,19,5,89,18,prefiero no decirlo,Concepción
11190,25,36,25,3,55,prefiero no decirlo,Penco
11191,22,34,53,52,4,femenino,Tomé
11192,20,8,69,71,32,prefiero no decirlo,Hualpén
11193,21,19,69,84,29,prefiero no decirlo,Concepción
11194,25,26,34,35,29,prefiero no decirlo,Penco
11195,18,7,15,71,50,masculino,San Pedro
11196,22,15,17,79,89,prefiero no decirlo,Hualpén
11197,20,37,2,58,60,prefiero no decirlo,Penco
11198,23,18,83,72,56,femenino,Arauco
11199,21,16,82,31,100,prefiero no decirlo,Concepción
11200,22,36,44,70,71,masculino,Tomé
11201,20,36,6,100,75,femenino,Concepción
11202,25,26,93,91,34,femenino,Lota
11203,24,13,94,7,30,masculino,Penco
11204,24,26,10,24,79,prefiero no decirlo,Coronel
11205,19,7,77,17,92,masculino,Arauco
11206,23,37,55,69,53,femenino,Lota
11207,23,10,44,46,96,femenino,Tomé
11208,20,23,39,21,3,prefiero no decirlo,Concepción
11209,25,14,32,20,78,masculino,San Pedro
11210,19,35,1,71,99,masculino,Arauco
11211,22,7,53,86,12,masculino,Hualpén
11212,22,15,22,41,66,masculino,Hualpén
11213,18,22,58,72,53,prefiero no decirlo,Concepción
11214,20,17,34,25,35,masculino,Concepción
11215,20,18,90,75,70,masculino,Penco
11216,24,14,81,12,12,prefiero no decirlo,Arauco
11217,21,32,98,50,74,prefiero no decirlo,Arauco
11218,19,12,78,48,22,masculino,Coronel
11219,20,11,20,65,16,masculino,Tomé
11220,21,31,68,35,76,prefiero no decirlo,Coronel
11221,25,20,84,25,8,femenino,Coronel
11222,19,22,93,74,19,femenino,Concepción
11223,20,39,22,28,68,prefiero no decirlo,Penco
11224,18,24,89,67,14,prefiero no decirlo,Hualpén
11225,22,16,16,39,23,femenino,Hualpén
11226,19,25,24,54,71,prefiero no decirlo,Tomé
11227,18,27,81,51,89,masculino,Coronel
11228,25,21,54,32,22,masculino,Hualpén
11229,25,38,82,32,58,femenino,Hualpén
11230,18,22,70,14,77,prefiero no decirlo,Lota
11231,20,25,60,27,63,femenino,Coronel
11232,19,25,76,77,57,femenino,Coronel
11233,18,21,47,41,79,prefiero no decirlo,Tomé
11234,22,28,98,12,86,masculino,Tomé
11235,18,31,25,27,55,masculino,San Pedro
11236,25,12,55,45,37,masculino,Tomé
11237,18,36,9,66,70,masculino,Lota
11238,25,20,43,7,40,femenino,Lota
11239,19,5,48,90,89,femenino,Penco
11240,23,19,81,2,40,masculino,Concepción
11241,21,6,44,18,79,masculino,Tomé
11242,24,25,32,59,64,femenino,Lota
11243,24,26,45,5,50,prefiero no decirlo,Hualpén
11244,25,32,53,93,30,masculino,Concepción
11245,25,38,14,32,86,masculino,Penco
11246,19,22,96,48,65,masculino,Penco
11247,25,20,59,9,59,femenino,San Pedro
11248,20,29,71,10,82,prefiero no decirlo,San Pedro
11249,24,38,81,44,67,prefiero no decirlo,Hualpén
11250,19,29,39,34,12,femenino,Concepción
11251,23,7,40,23,53,masculino,Penco
11252,23,8,43,7,92,masculino,Lota
11253,22,38,54,64,23,masculino,Concepción
11254,19,29,31,94,91,prefiero no decirlo,Lota
11255,21,33,15,68,89,prefiero no decirlo,Arauco
11256,18,28,98,90,15,prefiero no decirlo,Coronel
11257,18,39,35,2,15,masculino,San Pedro
11258,21,22,4,16,2,masculino,Tomé
11259,21,5,45,18,89,masculino,Hualpén
11260,18,29,89,45,37,prefiero no decirlo,San Pedro
11261,20,25,11,20,21,prefiero no decirlo,San Pedro
11262,19,26,31,7,5,prefiero no decirlo,San Pedro
11263,24,17,22,27,86,masculino,Tomé
11264,20,21,98,50,89,prefiero no decirlo,Lota
11265,25,21,82,91,51,masculino,Arauco
11266,19,35,43,34,83,femenino,San Pedro
11267,20,21,68,84,86,masculino,Concepción
11268,20,17,71,44,29,femenino,Concepción
11269,23,12,12,54,21,prefiero no decirlo,Arauco
11270,23,26,95,41,75,prefiero no decirlo,Arauco
11271,19,34,18,74,4,prefiero no decirlo,Penco
11272,20,22,36,91,49,femenino,Arauco
11273,24,28,59,62,90,masculino,Arauco
11274,21,36,57,98,31,femenino,Arauco
11275,20,32,89,100,78,femenino,Arauco
11276,23,7,80,23,98,masculino,Coronel
11277,25,9,96,63,56,femenino,Concepción
11278,25,16,32,36,7,masculino,San Pedro
11279,18,17,1,79,33,masculino,Tomé
11280,18,20,36,82,70,masculino,Penco
11281,24,16,75,47,58,prefiero no decirlo,San Pedro
11282,25,27,19,99,64,masculino,Hualpén
11283,24,9,56,79,39,prefiero no decirlo,Lota
11284,20,20,75,78,8,femenino,Hualpén
11285,21,16,24,85,36,masculino,Coronel
11286,19,29,27,96,86,prefiero no decirlo,Hualpén
11287,22,25,16,16,93,prefiero no decirlo,Tomé
11288,24,12,13,65,56,prefiero no decirlo,Lota
11289,20,23,90,71,82,masculino,Penco
11290,25,36,68,84,67,femenino,Lota
11291,24,12,31,2,38,masculino,Arauco
11292,22,14,80,88,40,masculino,Arauco
11293,18,22,12,60,34,prefiero no decirlo,Hualpén
11294,22,38,23,11,100,femenino,Tomé
11295,23,22,21,40,28,prefiero no decirlo,Lota
11296,20,23,31,62,26,femenino,Concepción
11297,19,11,14,86,24,masculino,Penco
11298,25,28,19,76,69,femenino,Tomé
11299,22,21,89,75,97,masculino,Arauco
11300,20,23,34,50,17,masculino,Tomé
11301,21,16,52,15,80,prefiero no decirlo,Arauco
11302,19,34,38,33,60,masculino,San Pedro
11303,25,18,87,37,38,femenino,Tomé
11304,18,16,57,70,11,femenino,Hualpén
11305,21,39,61,56,69,femenino,Lota
11306,18,21,93,67,97,masculino,Tomé
11307,22,13,49,37,48,masculino,Concepción
11308,24,39,36,38,18,prefiero no decirlo,Arauco
11309,21,12,27,8,57,femenino,Coronel
11310,23,39,82,98,78,masculino,Penco
11311,21,23,10,81,46,prefiero no decirlo,Coronel
11312,21,31,30,40,76,prefiero no decirlo,Lota
11313,22,24,72,50,77,femenino,Hualpén
11314,20,21,94,29,46,prefiero no decirlo,Hualpén
11315,24,26,98,19,97,prefiero no decirlo,San Pedro
11316,23,30,45,48,27,masculino,Coronel
11317,18,18,80,93,63,femenino,Concepción
11318,21,16,86,76,11,masculino,Tomé
11319,25,25,9,12,80,femenino,Concepción
11320,20,39,42,26,2,masculino,Tomé
11321,20,37,67,42,77,femenino,Coronel
11322,19,23,27,32,30,femenino,Arauco
11323,22,25,33,1,81,femenino,San Pedro
11324,20,26,89,67,60,masculino,Tomé
11325,19,27,78,52,69,femenino,Hualpén
11326,21,24,74,40,48,femenino,Concepción
11327,19,29,32,58,61,femenino,Concepción
11328,19,30,92,69,54,masculino,Hualpén
11329,23,16,96,92,83,femenino,Penco
11330,21,37,18,83,91,prefiero no decirlo,Hualpén
11331,23,32,19,77,46,femenino,Lota
11332,25,30,95,94,45,masculino,Lota
11333,20,14,80,97,65,prefiero no decirlo,San Pedro
11334,22,38,62,23,20,prefiero no decirlo,Arauco
11335,21,32,48,86,54,masculino,San Pedro
11336,18,34,85,47,79,masculino,Concepción
11337,18,26,80,5,74,femenino,Tomé
11338,24,35,91,88,19,masculino,Concepción
11339,20,8,95,14,59,masculino,Coronel
11340,23,11,69,86,11,prefiero no decirlo,Penco
11341,23,12,68,42,65,masculino,Coronel
11342,25,10,96,58,38,femenino,San Pedro
11343,18,12,8,95,75,femenino,Hualpén
11344,22,6,93,36,47,masculino,San Pedro
11345,23,30,22,7,60,masculino,Coronel
11346,23,36,52,8,26,prefiero no decirlo,Hualpén
11347,23,24,7,8,92,femenino,San Pedro
11348,24,16,7,54,51,prefiero no decirlo,Penco
11349,25,28,2,6,17,prefiero no decirlo,Arauco
11350,24,22,26,12,12,masculino,Hualpén
11351,21,23,17,67,29,prefiero no decirlo,Concepción
11352,25,33,100,78,56,prefiero no decirlo,Hualpén
11353,22,31,3,81,46,femenino,Lota
11354,18,22,6,21,74,masculino,Hualpén
11355,18,5,28,46,37,femenino,Lota
11356,18,34,33,25,33,prefiero no decirlo,Tomé
11357,21,39,95,67,29,masculino,Hualpén
11358,19,31,98,4,10,masculino,Hualpén
11359,20,26,100,69,15,masculino,Arauco
11360,24,17,73,64,11,masculino,Penco
11361,24,28,19,27,46,femenino,Arauco
11362,22,16,65,3,97,masculino,Arauco
11363,23,29,31,12,19,masculino,Coronel
11364,23,5,9,59,76,femenino,Hualpén
11365,18,15,90,41,27,femenino,Penco
11366,24,36,50,89,26,femenino,Coronel
11367,19,10,48,44,81,femenino,Coronel
11368,18,26,64,10,43,prefiero no decirlo,San Pedro
11369,18,14,12,69,77,prefiero no decirlo,Tomé
11370,24,21,54,26,55,femenino,Hualpén
11371,22,22,52,51,86,masculino,Coronel
